X,Y,Name,description
30.50369,50.383445,"001","<img src=""https://lh3.googleusercontent.com/bj4TJXTlRlZVyt4W0OWWiMuJ8ipgdXQUWVn7C-u2SbE_IMSJl2nabDVupHNU3kI_5rSIIcka-JykuKcVP_xrEz-SjnL3daxQ5WVZwmwqOcxKKvBA5k4_U0yBaqQKhZypwfF1"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна<br>Латинська назва: Thuja occidentalis L.<br>Діаметр: 25<br>Опис: Вічнозелене однодомне дерево, до 30 м заввишки. Крона густа, пірамідальна. Кора стовбура темно-бура або сірувато-коричнева, повздовжньо-борозенчаста, однорічних пагонів — зелена, при основі — червоно-коричнева. Листки лускоподібні (у ювенільних рослин — голковидні), розміщені супротивно. Чоловічі шишечки (мікростробіли) приверхівкові, в пазухах листків, майже сидячі, дрібні (до 2 мм у діаметрі), округлі, жовтаві. Жіночі шишечки (мегастробіли) овально-яйцевидні, світло-зелені, розміщені на кінцях укорочених охвоєних гілочок.<br>Санітарний стан: <br>Екосистемні послуги дерева: Депонування вуглецю - 3,27  кгС/рік, 2,75 грн/рік<br>Акумулювання енергії - 117,19 МДж 8,90 грн/рік<br>Продукування кисню - 4,70 кг/рік <br>Приріст фітомаси - 6,55 кг/рік"
30.503733,50.383459,"002","<img src=""https://lh5.googleusercontent.com/Yo4v4cfeXeOIGCnjrbQJMqZdZAg_XNBIjL6IRB_S-sNUzyQk5RwC_nvJGsDfAkxbT_yB3S_tHSHzPMQGku0VCL2dZEK__flOgY6mE_QEZIlkI9nVPSnhF3BAsTDIMGZoou1bYg"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна (колумна)<br>Латинська назва: Thuja occidentalis L. 'Columna' <br>Діаметр: 18<br>Опис: Вічнозелене однодомне дерево до 20 (30) м заввишки із стовбуром більше 1 м в діаметрі. Хвоя темно-жовтувато-зелена, із смоляними залозами. Пагони потовщені. Стиглі шишки донизу відігнуті, світло-коричневі або коричнево-бурі, видовженоовальні, їхні луски шкірясто-дерев'янисті, черепичасто налягають одна на одну. Запилюється у першій половині квітня. Насіння достигає у рік запилення. Морозостійка. <br>В культурі ві-дібрано багато декоративних форм, особливо ціняться форми з пірамідаль-ною кроною і золотистою хвоєю.<br>В деревині туї містяться ефірні масла, що надають рослині приємний аромат. <br>У народній медицині тую західну використовують як діуретичний, жо-вчогінний, відхаркувальний, потогінний, кровоспинний, антисептичний і та-кий, що викликає гіперемію, засіб. При зовнішньому застосуванні позитив-ний терапевтичний ефект спостерігається при лікуванні запалення волосяних мішечків шкіри (обмивання настоєм), червоного вовчака і ознобишів (змащу-вання настойкою), при виведенні бородавок (посипання порошком, змащу-вання свіжим соком або настойкою). Природний ареал – схід Північної Америки. <br>Санітарний стан: <br>Екосистемні послуги дерева: Приріст фітомаси -2,22 кг/рік <br>Депонування вуглецю - 1,11 кгС/рік, -0,93грн/рік<br>Акумулювання енергії - 39,77 МДж - 3,02грн/рік<br>Продукування кисню -0,17 кг/рік<br><br><img src=""https://lh5.googleusercontent.com/4obkoVEnaPoPfI2rhDZXPsy-nHPM9-63JA-U7ShuVqjGFqupa024L-V31ijzofr6gdX9WaGIPhZxGh8Nz1t3lC8BEQMpNVFy_x-CzN2VJUhxaHwVXyD7ObvG5he-1Xa4wAjq8Q"" height=""200"" width=""auto"" />"
30.503741,50.383484,"003","<img src=""https://lh5.googleusercontent.com/p0ztZae69Ps1_GGDriEiDkurbpexSSWhlV1Roi0yz85q1HL8BCMDy2bJKY9FnVs6YxAfUI0mXh_h1bj8kO6WvENZc31bbXawwQIo7O2ZMMlWu74YV-gYPW5xuWTj4Ybgg52L"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна<br>Латинська назва: Thuja occidentalis L.<br>Діаметр: 6<br>Опис: Вічнозелене однодомне дерево, до 30 м заввишки. Крона густа, пірамідальна. Кора стовбура темно-бура або сірувато-коричнева, повздовжньо-борозенчаста, однорічних пагонів — зелена, при основі — червоно-коричнева. Листки лускоподібні (у ювенільних рослин — голковидні), розміщені супротивно. Чоловічі шишечки (мікростробіли) приверхівкові, в пазухах листків, майже сидячі, дрібні (до 2 мм у діаметрі), округлі, жовтаві. Жіночі шишечки (мегастробіли) овально-яйцевидні, світло-зелені, розміщені на кінцях укорочених охвоєних гілочок.<br>Санітарний стан: <br>Екосистемні послуги дерева: Депонування вуглецю - 0,14  кгС/рік, 0,12 грн/рік<br>Акумулювання енергії - 5,19 МДж 0,39 грн/рік<br>Продукування кисню - 0,15 кг/рік <br>Приріст фітомаси - 0,29 кг/рік<br><br><img src=""https://lh6.googleusercontent.com/nadrnoMVeqUfdgQSfWgQcegNQh3ywC_cyWcoQV1WSpRwCK_ljkf9nWt1womBbsPrkqH8mF41altSNinIItkw9AXDHwHXyh8BB0MyRuLwSfMNoLOa2jBh7ALNFcZixw7US1PD4g"" height=""200"" width=""auto"" /><br><br><img src=""https://lh4.googleusercontent.com/rd2YOZb-GeReFLaGnss2FzgzhW8WUZp7Xc98OKdOQpneJTsZDH-almcOpf8B73nSeRh4ISOP9_5_zzT7AtE23KMy4jPAEQdUnEoKztKxnr56tWQMPEwnwwtz8nJP4ujD8pwYCA"" height=""200"" width=""auto"" />"
30.503791,50.383412,"004","<img src=""https://lh6.googleusercontent.com/s5S0dj0y0FjAxPUHhh7U0bysP26i_FdqbRvRejCac0Ci5F7IzIAb3NvseeC1ar2lPC-s0s13QEN5AM21fhEEmgcZK2_BBL6fqxPUG-8LiO-mrXbKbiZZ_xSR4jat5nIwaznHtK8"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна<br>Латинська назва: Thuja occidentalis L.<br>Діаметр: 8<br>Опис: Вічнозелене однодомне дерево, до 30 м заввишки. Крона густа, пірамідальна. Кора стовбура темно-бура або сірувато-коричнева, повздовжньо-борозенчаста, однорічних пагонів — зелена, при основі — червоно-коричнева. Листки лускоподібні (у ювенільних рослин — голковидні), розміщені супротивно. Чоловічі шишечки (мікростробіли) приверхівкові, в пазухах листків, майже сидячі, дрібні (до 2 мм у діаметрі), округлі, жовтаві. Жіночі шишечки (мегастробіли) овально-яйцевидні, світло-зелені, розміщені на кінцях укорочених охвоєних гілочок.<br>Санітарний стан: <br>Екосистемні послуги дерева: Депонування вуглецю - 0,16  кгС/рік, 0,13 грн/рік<br>Акумулювання енергії - 5,83 МДж 0,44 грн/рік<br>Продукування кисню - 0,01 кг/рік <br>Приріст фітомаси - 0,32 кг/рік<br><br><img src=""https://lh3.googleusercontent.com/_fnqXuq4XLUqtTEHFM0VQxy0UwJ593b7ZDB4T4XMypgFLAtuWsl1xJCvwXaeK8DjcY5OJFKDRe70-Ct78pvU_Ifiw3tueOYd2RL3AhxN8N2rdsp8QaYOxPQJw_kmzwagJJa2KxI"" height=""200"" width=""auto"" /><br><br><img src=""https://lh3.googleusercontent.com/lgzv_JZ4IoGY_Ppdnd7veyjzYJ18rVPKtH-O7N6Sg68n2Qoy0yWN7bX73N9rvrdQy2jWdfeLY_kjVRKr81XtJ6n404DVA-sgdV0zLuCE34UePDrOFfcxZZ8VrfdHhu5U6vTiwH0"" height=""200"" width=""auto"" />"
30.504094,50.383501,"005","<img src=""https://lh4.googleusercontent.com/E-4T7vAKCZAlt6sooCBTE2x9VNPd2JJDmE05PfjdOtT-fK7PPjkUDV-KPk126wLNJaamV7NzvmIiSGWObsVotb5lCfE7GgOJC35y9u53Ec_ZOMQ9gKNQMSAHTZ2i7D8joy-urg"" height=""200"" width=""auto"" /><br><br>Назва: Абрикос звичайний<br>Латинська назва: Armeniaca vulgaris Lam. <br>Діаметр: 60<br>Опис: Дерево до 10 (15) м заввишки або великий кущ з широкоокруглою кроною. Кора стовбура поздовжньотріщинувата. Природний ареал - Західний і Північний Тянь-Шань. Східний Тибет, Північний Крим. <br>Санітарний стан: Потребує лікування дупла<br>Екосистемні послуги дерева: Депонування веглицю - 9,47 кгС/рік  - 7,96 грн/рік<br>Акумулювання енергії - 338,70 МДж - 25,74 грн/рік<br>Продукування кисню -1,90 кг/рік<br>Приріст фітомаси - 18,94 кг/рік<br><br><img src=""https://lh3.googleusercontent.com/BwGOqImyduXrHXTV0voqgyYFxWTV8GUM3iZiqEXCqr-IdtfVYltAYcfnn554ItpH9RsXF6GkEymsAbpSnfdxOBEWeXvzFZAb7DpGpa3zppRqqdxH3JlyviG6toWexRq7eWJiQME"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/DE5tyWMZxHdznvSqRkejQaFsViH3E32BQ9dmp9kyQyDU7HIhx5HZ1K45UTCDjNpMkoipuykdGdoa4BzgIo24pMC9JOflQ2iKWI_aJFwQJfmlgBqrK-y-9m3LN6dkYn3kMUqa"" height=""200"" width=""auto"" />"
30.504241,50.38344,"006","Назва: Черемха звичайна<br>Латинська назва: Padus avium Mill. <br><br>Діаметр: 28<br>Опис: Невисоке (2-10 м заввишки) дерево або високий кущ. Кора - сірувато-чорна, з помітними сочевичками на ній. Молода кора пахуча. Пагони - ясно-зелені або коричнево-червоні, блискучі. Листки — чергові, тонкі, видовженоеліптичні (5-12 см завдовжки, 2-6 см завширшки), зверху голі, знизу по жилках опушені, дрібнопилчасті, до вершини. Зимостійка, світлолюбна рослина. Росте у підліску або другому ярусі мішаних і листяних лісів, по чагарниках, уздовж річок і озер, по ярах і заплавних луках. Поширена майже по всій Україні, крім Степу і Криму.<br><br>Санітарний стан: <br>Екосистемні послуги дерева: Приріст фітомаси -4,70 кг/рік <br>Депонування вуглецю - 2,35 кгС/рік, -1,97грн/рік<br>Акумулювання енергії - 84,10 МДж - 6,39грн/рік<br>Продукування кисню -0,52кг/рік"
30.504221,50.383427,"007","Назва: Чубушник звичайний<br>Латинська назва: Philadelphus coronarius L.<br><br>Діаметр: 3<br>Опис: Кущ до 3 м висотою. Численні пагони голі або опушені (в молодих рослин). Кора молодих пагонів тонка, переважно коричнева, легко відшаровується, у старих гілок коричнево-бура, розтріскується. Коренева система поверхнева. Латинську назву отримав на честь царя Єгипту Птолемея Філадельфа, а чубушником його називають тому, що з його міцної деревини з м'якою серцевиною робили чубуки і мундштуки для курильних люльок. Природний ареал - південь Західної Європи.<br><br>Санітарний стан: <br>Екосистемні послуги дерева: "
30.504086,50.383422,"008","<img src=""https://lh6.googleusercontent.com/LmpH8YuqJYoRzRhDe0RKphXT_BOFEOc7DO88Rx3Mm4cyoGFJSoTi_Lyv9XIR8jEIyT1PHW5fBYk_pUsso9RTf92B3Ux9uNevfh3HUItBGkRNW27QlmQ8H9JojuxQHavjj7qd"" height=""200"" width=""auto"" /><br><br>Назва: Метасеквойя<br>Латинська назва: Metasequoia glyptostroboides Hu et Cheng<br><br>Діаметр: 83<br>Опис: Однодомне листопадне дерево з нерівномірно широкопірамідальною кроною і струнким стовбуром, висотою може досягати 35 м при діаметрі стовбура до 2 м. Вік деяких з виявлених рослин перевищує 600 років. Крону формують довгі пагони, що утворюють новий приріст і укорочені пагони, що разом із розміщеним на них листям щорічно опадають. Гілки супротивні, голі, гладкі; молоді – зелені, дорослі – коричневі. Кора молодих гілок світло-коричнева, старих гілок крони і стовбура – темно-коричнева, зморшкувата, відшаровуються у вигляді тонких плівок. Укорочені пагони розміщуються на ростових пагонах більшою частиною попарно в одній площині під прямим кутом до осі ростового пагону, хрестоподібно одна пара над іншою на відстані від 1 до 3 см. Рекомендована для культивування в південних районах країни. В озелененні рекомендована для висадки групами та поодиноко.Інтродукована в Україну в 1952 році. Нині випробування метасеквої у відкритому ґрунті здійснюється в багатьох ботанічних садах та дендропарках, розташованих у різних природно-кліматичних зонах України. Природний ареал - Китай.<br><br>Санітарний стан: <br>Екосистемні послуги дерева: Приріст фітомаси -40,32   кг/рік<br>Депонування вуглецю -20,16  кгС/рік-16,93 грн/рік<br>Акумулювання енергії -721МДж - 54,79грн/рік<br>Продукування кисню -12,34  кг/рік<br><br><img src=""https://lh5.googleusercontent.com/vZfKCYGqBIcew0wD_VYdo4Ja0gfesdWDsVMne7WWM1wWmVWfooycxF9y-3SHpr3xcGK4Xzp8OY8eDtXLu5agN4pa4ndEp2YAro1EkgbGNvZ5xw07_QuiouCe11Akp7oajwrAnW8"" height=""200"" width=""auto"" /><br><br><img src=""https://lh4.googleusercontent.com/NUieGuH_sQ5KmM2bdTj_vTU4Kns7vmuZyJ7Lw1c0BkiPDIo3IzUkEBbE2qIAS3-BQpH3c5a8kLACAXbD8JQNhPY7L99Io9MMetxhDxPAe_rJ5C0XG-tZUi040-CZqwFyN1AO0A"" height=""200"" width=""auto"" />"
30.504073,50.383395,"009","<img src=""https://lh6.googleusercontent.com/gmOjH1ByO4c9TOiatTehJIh4Atrk2wGr3txsFYHCCknAS1DRqB7nynXggD7bznAZvvc9sUG1OhMBux65b7TIRDdvsjBD65YWIkWps_-rxmBo-etK7vYyhYtIrx6W0nHgcF4kMA"" height=""200"" width=""auto"" /><br><br>Назва: Метасеквойя<br>Латинська назва: Metasequoia glyptostroboides Hu et Cheng<br><br>Діаметр: 74<br>Опис: Однодомне листопадне дерево з нерівномірно широкопірамідальною кроною і струнким стовбуром, висотою може досягати 35 м при діаметрі стовбура до 2 м. Вік деяких з виявлених рослин перевищує 600 років. Крону формують довгі пагони, що утворюють новий приріст і укорочені пагони, що разом із розміщеним на них листям щорічно опадають. Гілки супротивні, голі, гладкі; молоді – зелені, дорослі – коричневі. Кора молодих гілок світло-коричнева, старих гілок крони і стовбура – темно-коричнева, зморшкувата, відшаровуються у вигляді тонких плівок. Укорочені пагони розміщуються на ростових пагонах більшою частиною попарно в одній площині під прямим кутом до осі ростового пагону, хрестоподібно одна пара над іншою на відстані від 1 до 3 см. Рекомендована для культивування в південних районах країни. В озелененні рекомендована для висадки групами та поодиноко.Інтродукована в Україну в 1952 році. Нині випробування метасеквої у відкритому ґрунті здійснюється в багатьох ботанічних садах та дендропарках, розташованих у різних природно-кліматичних зонах України. Природний ареал - Китай.<br><br>Санітарний стан: <br>Екосистемні послуги дерева: Приріст фітомаси -34,62 кг/рік<br>Депонування вуглецю -17,31 кгС/рік -14,54 грн/рік<br>Акумулювання енергії -618,93 МДж -47,03 грн/рік<br>Продукування кисню -11,34 кг/рік<br><br><img src=""https://lh5.googleusercontent.com/bTAqwbqzN4wSqW1Gw7pyzhM00bNeyEiBwvafwQum8AUgOIerScZyH4yTDb_65JL2li31lF_sSl3uElWFEaWEV12mnuRJ8Sa3htr7JX8Qd2yyBjvMXUonmXoTxFb0lf4cEidYJw"" height=""200"" width=""auto"" /><br><br><img src=""https://lh4.googleusercontent.com/Ut7Ch7U-WRb18kYDTh2E-t8DJZp9mA1OG6Esju5PmStWkYHxQHTrFP89qHQhQc9cfz6y4pqyJ2b2nbxEgdylcjJYs1tWS8c1BZe7eFNOdtuyuj1mbUPK1KTXv2KJYoQE1lPH"" height=""200"" width=""auto"" />"
30.504184,50.38343,"010","<img src=""https://lh6.googleusercontent.com/2Q44GHbNw1IEL-NJKv1ayoNXqe-cJskxoRrgqDGwHVyfc7hMwU2c6J7b3UolyEM0nus-yx91ved6v5a9gvqAfWtA7QoD0aj1H14SiqyFFRdIE_g1RpebRskrsiH-AIfYxsFqew"" height=""200"" width=""auto"" /><br><br>Назва: Бархат амурський<br>Латинська назва: Phellodendron amurense Rupr.<br><br>Діаметр: 38<br>Опис: Листопадне дерево висотою родини рутових 20-26 м і за діаметром стовбура до 70 см. Стовбур вкритий шаром еластичної корки, товщиною до 4 см, яку періодично знімають і використовують і використовують як термо-, звуко- та електроізоляційний матеріал. Листки непарнопір’ясті, почергові та супротивні на одних і тих самих пагонах, з неприємним запахом. Квітки дрібні у китицях, частіше роздільностатеві (тоді дерева дводомні), але можуть бути двостатевими. Квітують у першій половині літа. Плід – чорна смолиста ягода, кульо- або грушевидної форми, 7-9 мм в діаметрі. Світлолюбний. Росте швидко. В культурі в умовах України досить зимо-стійкий. Доживає до 300 років.Рослина майже не потребує догляду. Заслуговує широкого використан-ня в озелененні. Надзвичайно декоративною є кора, а також осіннє забарв-лення.<br>Деревина має красивий колір й дуже виразний малюнок, міцна, добре обробляється, стійка до гниття, може використовуватись для виготовлення меблів, лиж, віконних рам, фанери й ін. З кори бархату виготовляють техніч-ну пробку, яка використовується при виробництві ізоляційних матеріалів. <br>Являється добрим медоносом, дає мед, котрий, як іноді вважається, має протитуберкульозні властивості. Відомі факти застосування препаратів, які отримують з бархату, в якості тонізуючих, антисептичних, жарознижуючих й кровозупинних засобів.<br> У корейській медицині щоденне поїдання двох-трьох свіжих ягід вважається корисним при сахарному діабеті. В тібетській меди-цині відвар кори, лубу застосовують при алергії, дерматитах, поліартритах, захворюваннях лімфатичних вузлів, хвороб нирок, очей. <br> Природний Ареал - Далекий Схід, північно-східний Китай, Корея.<br><br>Санітарний стан: Потребує очистки сухих гілок<br>Екосистемні послуги дерева: Депонування веглицю - 9,30 кгС/рік - 7,81 грн/рік<br>Акумулювання енергії - 332,68 МДж - 25,28 грн/рік<br>Продукування кисню -6,37 кг/рік <br>Приріст фітомаси - 18,61 кг/рік<br><br><img src=""https://lh3.googleusercontent.com/po9GF9exQrj_twuqBo1s8UoLgSTKzgvz3YW09TO6KwGM0HamGbYaSE0t_J9KACwWEWE9-93nn9hNUfgS1XJtXMPiPOtvfjRvgjgVbukqH2lxoycOq6Ay3KKdZT0hRswH2mCM"" height=""200"" width=""auto"" />"
