X,Y,Name,description
30.500532,50.383206,"285","<img src=""https://lh4.googleusercontent.com/B2Kwv7PeRXpeISYKY-O6v5Dc48UeepclHksSkueJebkU8JockUUIadydBgaBgHtfpuqA-IHsIrYSbPEKX1VMiXbeXr5_vmy9mI1YgsD1970jVdVqtKWF34yoO_jv4w0Kx3U3uQ"" height=""200"" width=""auto"" /><br><br>Назва: Липа широколиста<br>Латинська назва: Tilia platyphyllos Scop.<br><br>Діаметр: 42<br>Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh3.googleusercontent.com/wGAYe3GqIzPFiKGcVA3feXyjasRI0mRYQ-9XKDwDe5FJNOz-afKGHZlHjHfZ0Q_FxVuKojRYuJGqR3OQUttq_Ia7PnOXWRCwRwMtF5VZ54STc3VDVvrhvKTput-cS2GTRbFk"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/-q-9mmuvhQTer9xM00hiXHBv07SD7JiobHdSC6Sg6nDgmg1P8_jVT9V0hKuAmCDQxDh38C935C4y35umOjoDTgSXM0f1jy7eYIYMsupoft4aBz5jPkJnL6Ra31sIlAsq5Ws9j0Y"" height=""200"" width=""auto"" />"
30.500479,50.383239,"286","<img src=""https://lh3.googleusercontent.com/hcYwrDZTuudnnybIkxm4ls8Fq3Y3cBRWXvrXsvtR4ouQXZd2g_xOR0L9Mw2GjYURorA6CNZWviUUah446exmThzqAqYWSdZGMHqb5TPLKSnxP3M_areBJ7a_wImTK5nm6dta_w"" height=""200"" width=""auto"" /><br><br>Назва: Липа широколиста<br><br>Латинська назва: Tilia platyphyllos Scop.<br><br>Діаметр: 46<br>Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh3.googleusercontent.com/BHErkArJDJiolxJsKFR90tFM0FfLyswnGE7AHFQmpkAmhXEK3UIe8kbk1G8KJHO0d6EsEe65bk__k2NzILrz4y_dB_1-mtleBTDgoeGx99VubdYZjlymf9-bWzBcJA9V_wLRllA"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/lNQum86Y9ov4b86rKwvm5d-9958RMruAvI4hUTu--cSv4krcoe1nsn9gQTzYylTnYq_DNAK4m1Jf5_RAWpbuYbjsmbhfMU1cCoseCsp302O4Vl-b3SqHEokFiQGszpx1nE9y"" height=""200"" width=""auto"" />"
30.500482,50.383215,"287","<img src=""https://lh4.googleusercontent.com/MqvGDF7s6hQ2F8dAqdiz1pu3mounzcTkALH5gnJgv-4eFrWkn3Ig51MKwVL-gt-0akWVPt9PJiBudARNqsBqgdoRe-H_6jcDxs7gr8zmbUOiPClSnd18Ic6yXv2GWqA_5uXJvA"" height=""200"" width=""auto"" /><br><br>Назва: Липа широколиста<br><br>Латинська назва: Tilia platyphyllos Scop.<br><br>Діаметр: 41<br>Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh6.googleusercontent.com/4U3GqRIEYEdSBbH-C3OVPlrTYX136l-9bRHV2hgas1fqWEkaK6J9NFMSiF_ojuy6pbglQ21mg9VnvqD9HFlxxIKiIZmmEgAsarcyCAPcvhRQjQWOfmHgTwLfIlYV68dw9XJc_w"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/v1bwJY9VYRNwuIuIFo112675jIw3dPU4x1FleuMn9nz0ObO6d1wSgmgi0gQjIGu2Ryub1V54hyWljDGaYPssrXgMBHLFJLfwjEOSsCLn2ulVabOVbJUPUiSvpldD1DY6R8W3Bg"" height=""200"" width=""auto"" />"
30.500448,50.383188,"288","<img src=""https://lh3.googleusercontent.com/xgrzuMAnYcyaCRh65FrHaIP4eMOA5mSGkk8a8a5RWjiz2Vj5XkFXS2Z15pVQdMGtesMF7xnBQrdYvaE8c_cJOhRvIWKdSRnJwkuqLu4QzAwnU2cngL34nKY991OZ5t02u98aikc"" height=""200"" width=""auto"" /><br><br>Назва: Липа широколиста<br><br>Латинська назва: Tilia platyphyllos Scop.<br><br>Діаметр: 30<br>Опис: Дерево до 40 м заввишки з гстою широкопірамідальною кроною. Молоді гілки волосисті, бруньки мохнасті. Листки чергові, округлі або яйцевидно-округлі, серцевидні, по краю гострозубчасті, зісподу — з борідками білих волосків у кутах жилок; черешки листків волосисті. Квітки правильні, ясно-жовті, зібрані по 2—5 у півзонтики. Плід — горішок, грушовидний, з п'ятьма випнутими гранями. Цвіте у червні. Росте в мішаних і широколистяних лісах у західних областях України. Культивують у садах і парках.<br><br>Санітарний стан: Добрий<br>Екосистемні послуги: <br><br><img src=""https://lh6.googleusercontent.com/iK8HPt6UWjAbEiZOxnL9t9WSFzHA3SgrXjdhN6SPc6pHf9L7SQWpjVLDQWehfeKfC9NZuWp2iT7Wyb80P5scoVi3V1Hc9ymSz0-OCKHs-xThM8hwylI_R1iSF_HXqWcqUkdw"" height=""200"" width=""auto"" /><br><br><img src=""https://lh5.googleusercontent.com/kGrLXKtt-IGLfa7y6STNbeSH3OGBYIbWTihGrGu2hwYQSD9UhRdqUn5-fKoG9kWFb7l8zNZeB7PJq41r5KTmxBhVcJckcWyRXilMathRDNwgh4_y53s6SVAHrmIw7RDASdTRwA"" height=""200"" width=""auto"" />"
30.500514,50.383157,"289","<img src=""https://lh4.googleusercontent.com/dChZxg1mi5jMqo6gcjMUIhWhuTzlyjyXavADNDjZ2h7fEUJEt_IPxhh48EfqNT41z_IhQ11Wu90qPZ0TUdkHkvOFneuyQxTZHgczNMKfGgowB-QOQm6ym0hUO789WC8ZvBbSbQ"" height=""200"" width=""auto"" /><br><br>Назва: Ліщина звичайна<br><br>Латинська назва: Corylus avellana L.<br><br>Діаметр: 2<br>Опис: Кущ 2-4 м заввишки. Гілки дугоподібно розходяться в різні боки, утворюючи оберненоконусоподібну крону. Пагони й молоді листки опушені. Бруньки заокруглені з війчастими лусочками. Листки — чергові, оберненояйцеподібні, широкі (7-16 см завдовжки і 4-8 см завширшки), при основі скошеносерцеподібні, нерівномірно зубчасті, на коротких черешках. Тіньовитривала рослина. Ліщина звичайна росте в підліску листяних і мішаних лісів. Поширена по всій Україні, крім крайнього півдня. <br><br>Санітарний стан: 2 см 6 стовбурів<br>Екосистемні послуги: <br><br><img src=""https://lh6.googleusercontent.com/6__kMHSvv-dW6jw7ELvVZ-XNOkwDF0189BlPDfpFOJcZrpJRt4H0p1sWBgmC1QEPPiciKLS9vFVhawH7q8A7y9P2RgU0zmoj2LzdajZ5uZkdZa5k5bpRyk_l5-St56a8D8j9Vw"" height=""200"" width=""auto"" /><br><br><img src=""https://lh3.googleusercontent.com/EmJWkRI5s0Bo6-8lXBrc7Jg-kJwUX20IXcP5HegFhvAEl4tijyHAZjOxov6cHaBe_int2owAoHKdMYVA3Tn5sw6-vIAr0aywZZ3VIVshgUep92I2Hj9rY8y9OF78wrgSVA-S"" height=""200"" width=""auto"" />"
30.500508,50.383133,"290","<img src=""https://lh5.googleusercontent.com/UOx8rc7QBsbN0ZBQ_M6YeFDK9Rh2J5PnvUIwlfUdqsQNX3QORNyAx7o-jMdNWZ4JR6mmBU5Sw6d7wt8ZYkRIzeig2RvsD29p1g9HEKvX_fGz5rDUGpCEzLqH-t1tf7vllIDS87k"" height=""200"" width=""auto"" /><br><br>Назва: Ліщина звичайна<br><br>Латинська назва: Corylus avellana L.<br><br>Діаметр: 2<br>Опис: Кущ 2-4 м заввишки. Гілки дугоподібно розходяться в різні боки, утворюючи оберненоконусоподібну крону. Пагони й молоді листки опушені. Бруньки заокруглені з війчастими лусочками. Листки — чергові, оберненояйцеподібні, широкі (7-16 см завдовжки і 4-8 см завширшки), при основі скошеносерцеподібні, нерівномірно зубчасті, на коротких черешках. Тіньовитривала рослина. Ліщина звичайна росте в підліску листяних і мішаних лісів. Поширена по всій Україні, крім крайнього півдня. <br><br>Санітарний стан: 2 см 4 стовбурів<br>Екосистемні послуги: <br><br><img src=""https://lh5.googleusercontent.com/G7i_96QPwovVoheNcf_FbmnHlfMKS2BOYiotndJytohNBPNmPMbvwtmyUwJ5qJcXBcWWk3uYvxYd3oc1ey12ok831uLtZeOw08UjPOiiP2_6EMkfp4ExvmRevD6Tlu98f-on6X8"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/1fndM-oksipk2mQs2hUEoJBCeCTtkON93rTTQicIyoSvl1vFfweT5TkhoIc4iECIYT3dH8JzKl29yrHbF3pIhngrApjmnobyiPnufEnMkKsCOGOgKBlN_IT8ZSX3a6MtZ_QO9Q"" height=""200"" width=""auto"" />"
30.500334,50.383169,"291","<img src=""https://lh6.googleusercontent.com/EeebmCNxWWPhMy06UXXu0vzxwzqxcsuDjD63Vt6CDScOuztl_0T9Y0_mvJXnlGhClAEcTt7dVurSVsWNy_-zOURoLGh-0UDuXb_itbTgJiqmHrJiyHXk7w-UKd5Jb8308WHt"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна <br><br>Латинська назва: Thuja occidentalis L.<br><br>Діаметр: 18<br>Опис: ""Вічнозелене однодомне дерево до 20 (30) м заввишки із стовбуром більше 1 м в діаметрі. Хвоя темно-жовтувато-зелена, із смоляними залозами. Пагони потовщені. Стиглі шишки донизу відігнуті, світло-коричневі або коричнево-бурі, видовженоовальні, їхні луски шкірясто-дерев'янисті, черепичасто налягають одна на одну. Запилюється у першій половині квітня. Насіння достигає у рік запилення. Морозостійка. <br>В культурі ві-дібрано багато декоративних форм, особливо ціняться форми з пірамідаль-ною кроною і золотистою хвоєю.<br>В деревині туї містяться ефірні масла, що надають рослині приємний аромат. <br>У народній медицині тую західну використовують як діуретичний, жо-вчогінний, відхаркувальний, потогінний, кровоспинний, антисептичний і та-кий, що викликає гіперемію, засіб. При зовнішньому застосуванні позитив-ний терапевтичний ефект спостерігається при лікуванні запалення волосяних мішечків шкіри (обмивання настоєм), червоного вовчака і ознобишів (змащу-вання настойкою), при виведенні бородавок (посипання порошком, змащу-вання свіжим соком або настойкою). Природний ареал – схід Північної Америки. <br>""<br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh3.googleusercontent.com/hiIWIzLnS2R8PHJVtp2sKH1cAAmIhplycMfnh8ofu0zR0jmtdOh9gN0U7teZtaTFjo2VJRpHviY8yZJpEsqE4-6_6Z3zZ6mDyqrWdBOyeJTQBd1051DUV_9Lr_SZVfTdjfYI0g"" height=""200"" width=""auto"" /><br><br><img src=""https://lh3.googleusercontent.com/l_vwpGIsk6gkqKZ0RMdP1Sq8R-MCRb_7A1Hgp7LrZYn2sA-CMrxMoFU5k7P07tEEqlgAxFVqUEqEielgAuxxYiNgz2b0BKu6RF03P-2IYJqQMyRtAaxcM_2iSZB2QEzoquWB"" height=""200"" width=""auto"" />"
30.5003,50.383165,"292","<img src=""https://lh5.googleusercontent.com/IPhcNtb-1iLK_Y25KQs_Z0_xujmvPqOocMXINdvdpzPLLuoP48udip6yvinTAu9lSsbX9w2ylA80XYa1K53MGiE9ilTe99YBDEtLYycDL1oE04saTt3BHlNcf6hF4lx-JHQU"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна <br><br>Латинська назва: Thuja occidentalis L.<br><br>Діаметр: 20<br>Опис: ""Вічнозелене однодомне дерево до 20 (30) м заввишки із стовбуром більше 1 м в діаметрі. Хвоя темно-жовтувато-зелена, із смоляними залозами. Пагони потовщені. Стиглі шишки донизу відігнуті, світло-коричневі або коричнево-бурі, видовженоовальні, їхні луски шкірясто-дерев'янисті, черепичасто налягають одна на одну. Запилюється у першій половині квітня. Насіння достигає у рік запилення. Морозостійка. <br>В культурі ві-дібрано багато декоративних форм, особливо ціняться форми з пірамідаль-ною кроною і золотистою хвоєю.<br>В деревині туї містяться ефірні масла, що надають рослині приємний аромат. <br>У народній медицині тую західну використовують як діуретичний, жо-вчогінний, відхаркувальний, потогінний, кровоспинний, антисептичний і та-кий, що викликає гіперемію, засіб. При зовнішньому застосуванні позитив-ний терапевтичний ефект спостерігається при лікуванні запалення волосяних мішечків шкіри (обмивання настоєм), червоного вовчака і ознобишів (змащу-вання настойкою), при виведенні бородавок (посипання порошком, змащу-вання свіжим соком або настойкою). Природний ареал – схід Північної Америки. <br>""<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh5.googleusercontent.com/DuGfZLIiiGx803AfXht25wlmIPquAOWHNsavmd-Ks3GrJxi0zC48KQQIqFxng6CItPFxq0cTb1GymvQgk9Y1ESKYoVJdIeZOra8lP_fJ8GA6UxJDbgUwAIRuYrXDkOjTR6PKHw"" height=""200"" width=""auto"" /><br><br><img src=""https://lh5.googleusercontent.com/mj1gv4LaO-usU-mFgfanTu1PzGtYNSesf-cbuXiJ6Fwd5S_5IOGyRnog15GOyCNWfKOF3gmGBIWRdKQhcpgRxePkXIu5JCCZddHDpoejDInbgWj84Cqe2Km8lWpmLGzUo_nJxw"" height=""200"" width=""auto"" />"
30.5003044,50.3831193,"293","<img src=""https://lh6.googleusercontent.com/SyAUsyOnfS2G1wIH6jy8CFQceA4K0_k3fGapOzLGDjG5iz1CX2ZWpz8qq1eNWPh2T9Y4jRw8X8KTs2pCMiLUB1PEbgeWYlpISZxE317vjEcSQPKNjZ31Fw-ImYT0Ab9Uu_ahSHc"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна колоновидна<br><br>Латинська назва: Thuja occidentalis L. 'Columna' <br><br>Діаметр: 11<br>Опис: Хвойне дерево, висотою 13,0 м. Достатньо зимо- та посхостійка. Дає схоже насіння Перспективна для широкого використання в рядових та групових посадках в різних типах декоративних зелених насаджень.<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh6.googleusercontent.com/JBxUy_zJKAtHDQPKfe7WtLQAYWfzvmSMcTlqLJnHmtHq9N3ciBcWle78nBl55pDY-FHXGqEmhUtT3F8hS0eYW-phf6wSPxHeF_myAJIGO3nB0gbtZWRC6U-7mvPBpBXnU6f_jA"" height=""200"" width=""auto"" /><br><br><img src=""https://lh6.googleusercontent.com/Sntcobsop0FFhk-cfvl2Vilqfs886FRL7TsGuiTkEa8qWjSO_iVC9Il0Q0bKHLeBStW3vCB2Ar0tb1UUAq0G1vKbq-5EI_vIJtKl3-iWgtZ5vS8QTHWkSfGTk-_7GeXscX8xxg"" height=""200"" width=""auto"" />"
30.5002625,50.3831157,"294","<img src=""https://lh5.googleusercontent.com/xRPEGa81Oe3MyVxhFO5U1MidehXQDkz-DOmk1YrtTTp0taOsQyVmFX6cpyT_ZTDq0F35kDoAMB_wFKyJWAZHzHCmEg1ZOieq9AoaVxYwxSr9l6drPHwFxPNYoSkpo_1GKudTDw"" height=""200"" width=""auto"" /><br><br>Назва: Туя західна <br><br>Латинська назва: Thuja occidentalis L.<br><br>Діаметр: 14<br>Опис: ""Вічнозелене однодомне дерево до 20 (30) м заввишки із стовбуром більше 1 м в діаметрі. Хвоя темно-жовтувато-зелена, із смоляними залозами. Пагони потовщені. Стиглі шишки донизу відігнуті, світло-коричневі або коричнево-бурі, видовженоовальні, їхні луски шкірясто-дерев'янисті, черепичасто налягають одна на одну. Запилюється у першій половині квітня. Насіння достигає у рік запилення. Морозостійка. <br>В культурі ві-дібрано багато декоративних форм, особливо ціняться форми з пірамідаль-ною кроною і золотистою хвоєю.<br>В деревині туї містяться ефірні масла, що надають рослині приємний аромат. <br>У народній медицині тую західну використовують як діуретичний, жо-вчогінний, відхаркувальний, потогінний, кровоспинний, антисептичний і та-кий, що викликає гіперемію, засіб. При зовнішньому застосуванні позитив-ний терапевтичний ефект спостерігається при лікуванні запалення волосяних мішечків шкіри (обмивання настоєм), червоного вовчака і ознобишів (змащу-вання настойкою), при виведенні бородавок (посипання порошком, змащу-вання свіжим соком або настойкою). Природний ареал – схід Північної Америки. <br>""<br><br>Санітарний стан: <br>Екосистемні послуги: <br><br><img src=""https://lh5.googleusercontent.com/0U7XRycPP-s8Udiff1eOROVHhjVsozeXZoSOOGg0z3Mx9nLt9BogpnBz8P4N2WUalLYPS20XACTCIyAUPRjAyHKS6M3GDTnUfTg126S5iGU1LX6UiJVb-9dNkGBz4c-69GRqXg"" height=""200"" width=""auto"" /><br><br><img src=""https://lh3.googleusercontent.com/Z5Pyfnp_G6a4xqWbS83Yzru3gzK-Yz7xMCVC2k9Il9EbhYJBW8MJLwB_WDTKYlZ02m5BVIgN1TnvYYNV-9fC02FOzN2qKBSv3lRZdTanEI-Atn6ENwJQVUxkXj9u9O2vsqjohQA"" height=""200"" width=""auto"" />"
